book_id,books_count,authors,original_publication_year,title,language_code,average_rating,image_url
197,109,Charlaine Harris,2001,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg
198,155,Alice Walker,1982,The Color Purple,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
199,119,John Grogan,2005,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg
200,474,Agatha Christie,1939,And Then There Were None,eng,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg
201,208,Dan Brown,2009,"The Lost Symbol (Robert Langdon, #3)",eng,3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg
202,91,Becca Fitzpatrick,2009,"Hush, Hush (Hush, Hush, #1)",en-US,4,https://images.gr-assets.com/books/1358261334m/6339664.jpg
203,85,Jamie McGuire,2011,"Beautiful Disaster (Beautiful, #1)",eng,4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg
204,2380,Charles Dickens,1843,A Christmas Carol,,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg
205,189,Anne Rice,1976,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg
206,93,Kiera Cass,2012,"The Selection (The Selection, #1)",en-US,4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg
207,109,Janet Evanovich,1994,"One for the Money (Stephanie Plum, #1)",en-US,4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg
208,66,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,eng,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg
209,187,Thomas Harris,1988,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg
210,132,Richelle Mead,2007,"Vampire Academy (Vampire Academy, #1)",en-US,4.14,https://images.gr-assets.com/books/1361098973m/345627.jpg
211,116,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,en-US,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
212,155,Ian McEwan,2001,Atonement,eng,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg
213,1316,"Franz Kafka, Stanley Corngold",1915,The Metamorphosis,eng,3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg
214,94,Rick Riordan,2007,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg
215,112,Ernest Cline,2011,Ready Player One,eng,4.31,https://images.gr-assets.com/books/1500930947m/9969571.jpg
216,90,Garth Stein,2006,The Art of Racing in the Rain,eng,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg
217,70,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg
218,96,Sylvia Day,2012,"Bared to You (Crossfire, #1)",eng,4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg
219,270,"C.S. Lewis, Pauline Baynes",1956,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg
220,20,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,en-US,4.23,https://images.gr-assets.com/books/1352539022m/3609760.jpg
221,74,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
222,143,Robert Ludlum,1980,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,https://images.gr-assets.com/books/1335860740m/7869.jpg
223,163,Eoin Colfer,2001,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,https://images.gr-assets.com/books/1327945104m/249747.jpg
224,97,Lauren Kate,2009,"Fallen (Fallen, #1)",en-US,3.74,https://images.gr-assets.com/books/1440619649m/6487308.jpg
225,81,John Steinbeck,1952,East of Eden,eng,4.35,https://images.gr-assets.com/books/1441547516m/4406.jpg
226,131,Gillian Flynn,2009,Dark Places,eng,3.92,https://images.gr-assets.com/books/1354988288m/5886881.jpg
227,134,John Grisham,1993,The Client,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
228,84,"Emma McLaughlin, Nicola Kraus",2002,"The Nanny Diaries (Nanny, #1)",eng,3.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
229,845,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,https://images.gr-assets.com/books/1327872220m/24213.jpg
230,1451,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
231,117,Tatiana de Rosnay,2007,Sarah's Key,eng,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
232,213,Stephen King,1982,"The Gunslinger (The Dark Tower, #1)",en-US,3.99,https://images.gr-assets.com/books/1375776480m/43615.jpg
233,347,"Gabriel García Márquez, Edith Grossman",1985,Love in the Time of Cholera,eng,3.89,https://images.gr-assets.com/books/1327124987m/9712.jpg
234,87,Laurie Halse Anderson,1999,Speak,eng,4,https://images.gr-assets.com/books/1310121762m/439288.jpg
235,95,Liane Moriarty,2013,The Husband's Secret,eng,3.92,https://images.gr-assets.com/books/1460577225m/17802724.jpg
236,101,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,https://images.gr-assets.com/books/1463384482m/1898.jpg
237,249,Stephen King,1974,Carrie,,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
238,79,Augusten Burroughs,2002,Running with Scissors,en-US,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
239,137,Max Brooks,2006,World War Z: An Oral History of the Zombie War,en-US,4.01,https://images.gr-assets.com/books/1386328204m/8908.jpg
240,235,Dan Brown,2013,"Inferno (Robert Langdon, #4)",eng,3.8,https://images.gr-assets.com/books/1397093185m/17212231.jpg
241,81,Lois Lowry,1989,Number the Stars,eng,4.11,https://images.gr-assets.com/books/1370917812m/47281.jpg
242,122,James Patterson,1993,"Along Came a Spider (Alex Cross, #1)",eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
243,197,Stephen King,1987,Misery,en-GB,4.11,https://images.gr-assets.com/books/1270545451m/10614.jpg
244,136,Gillian Flynn,2006,Sharp Objects,en-US,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg
245,125,Katherine Paterson,1977,Bridge to Terabithia,eng,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg
246,97,"P.C. Cast, Kristin Cast",2007,"Marked (House of Night, #1)",en-US,3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg
247,250,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg
248,1379,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,eng,3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg
249,104,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,en-US,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg
250,124,R.J. Palacio,2012,Wonder,eng,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg
251,99,Dr. Seuss,1957,The Cat in the Hat,eng,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg
252,92,Marissa Meyer,2012,"Cinder (The Lunar Chronicles, #1)",eng,4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg
253,48,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg
254,96,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg
255,147,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,eng,3.68,https://images.gr-assets.com/books/1405868167m/662.jpg
256,67,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg
257,4,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
258,279,"Carlos Ruiz Zafón, Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg
259,107,James Dashner,2010,"The Scorch Trials (Maze Runner, #2)",eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
260,353,Dale Carnegie,1936,How to Win Friends and Influence People,eng,4.13,https://images.gr-assets.com/books/1442726934m/4865.jpg
261,59,Frances Mayes,1996,Under the Tuscan Sun,eng,3.72,https://images.gr-assets.com/books/1320524083m/480479.jpg
262,107,Liane Moriarty,2014,Big Little Lies,eng,4.2,https://images.gr-assets.com/books/1492239430m/19486412.jpg
263,61,Gail Carson Levine,1997,Ella Enchanted,eng,3.97,https://images.gr-assets.com/books/1410727190m/24337.jpg
264,343,Ernest Hemingway,1926,The Sun Also Rises,en-US,3.83,https://images.gr-assets.com/books/1331828228m/3876.jpg
265,127,Betty  Smith,1943,A Tree Grows in Brooklyn,eng,4.24,https://images.gr-assets.com/books/1327883484m/14891.jpg
266,111,James Patterson,1995,"Kiss the Girls (Alex Cross, #2)",eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
267,90,Kristin Hannah,2015,The Nightingale,eng,4.54,https://images.gr-assets.com/books/1451446316m/21853621.jpg
268,159,Kazuo Ishiguro,2005,Never Let Me Go,eng,3.8,https://images.gr-assets.com/books/1353048590m/6334.jpg
269,17,Cecelia Ahern,2003,P.S. I Love You,en-US,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
270,306,"Daphne du Maurier, Sally Beauman",1938,Rebecca,en-US,4.2,https://images.gr-assets.com/books/1327871977m/12873.jpg
271,163,Daniel Keyes,1966,Flowers for Algernon,en-US,4.07,https://images.gr-assets.com/books/1367141311m/18373.jpg
272,177,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Like Water for Chocolate,en-US,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
273,105,Lisa See,2005,Snow Flower and the Secret Fan,eng,4.05,https://images.gr-assets.com/books/1327880508m/1103.jpg
274,259,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,eng,4.36,https://images.gr-assets.com/books/1394988109m/22034.jpg
275,116,John Green,2006,An Abundance of Katherines,eng,3.63,https://images.gr-assets.com/books/1360206426m/49750.jpg
276,169,Isaac Asimov,1951,Foundation (Foundation #1),eng,4.13,https://images.gr-assets.com/books/1417900846m/29579.jpg
277,109,Neil Gaiman,2013,The Ocean at the End of the Lane,eng,3.99,https://images.gr-assets.com/books/1497098563m/15783514.jpg
278,32,Shel Silverstein,1981,A Light in the Attic,eng,4.34,https://images.gr-assets.com/books/1427169918m/30118.jpg
279,95,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,https://images.gr-assets.com/books/1470082995m/29056083.jpg
280,108,Lauren Oliver,2011,"Delirium (Delirium, #1)",eng,3.99,https://images.gr-assets.com/books/1327890411m/11614718.jpg
281,145,John Grisham,1992,The Pelican Brief,eng,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
282,153,Neil Gaiman,2002,Coraline,eng,4.03,https://images.gr-assets.com/books/1493497435m/17061.jpg
283,114,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,https://images.gr-assets.com/books/1392528568m/12067.jpg
284,312,Jack Kerouac,1955,On the Road,eng,3.64,https://images.gr-assets.com/books/1413588576m/70401.jpg
285,122,Graeme Simsion,2013,"The Rosie Project (Don Tillman, #1)",eng,4.01,https://images.gr-assets.com/books/1371651741m/16181775.jpg
286,99,Nicholas Sparks,2008,The Lucky One,en-US,4.1,https://images.gr-assets.com/books/1420816338m/3063499.jpg
287,154,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,eng,3.85,https://images.gr-assets.com/books/1491163636m/2122.jpg
288,117,Tom Clancy,1984,"The Hunt for Red October (Jack Ryan Universe, #4)",,4.01,https://images.gr-assets.com/books/1281995542m/19691.jpg
289,193,Richard Adams,1972,"Watership Down (Watership Down, #1)",eng,4.05,https://images.gr-assets.com/books/1405136931m/76620.jpg
290,18,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,https://images.gr-assets.com/books/1443264638m/10335308.jpg
291,74,Abraham Verghese,2009,Cutting for Stone,eng,4.28,https://images.gr-assets.com/books/1327931601m/3591262.jpg
292,299,"C.S. Lewis, Pauline Baynes",1951,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,4.08,https://images.gr-assets.com/books/1343185059m/140225.jpg
293,2573,Robert Louis Stevenson,1882,Treasure Island,eng,3.82,https://images.gr-assets.com/books/1485248909m/295.jpg
294,69,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.44,https://images.gr-assets.com/books/1464201114m/9520360.jpg
295,145,Stephen King,2011,11/22/63,eng,4.29,https://images.gr-assets.com/books/1327876792m/10644930.jpg
296,162,Eric Carle,1969,The Very Hungry Caterpillar Board Book,eng,4.29,https://images.gr-assets.com/books/1327878225m/4948.jpg
297,155,Kurt Vonnegut Jr.,1963,Cat's Cradle,eng,4.18,https://images.gr-assets.com/books/1327867150m/135479.jpg
298,1248,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,eng,3.87,https://images.gr-assets.com/books/1327942880m/2493.jpg
299,69,"Todd Burpo, Lynn Vincent",2010,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
300,178,John Boyne,2006,The Boy in the Striped Pajamas,eng,4.1,https://images.gr-assets.com/books/1366228171m/39999.jpg
301,1369,Joseph Conrad,1899,Heart of Darkness,eng,3.42,https://images.gr-assets.com/books/1392799983m/4900.jpg
302,117,Nicholas Sparks,2010,Safe Haven,eng,4.19,https://images.gr-assets.com/books/1344268800m/7812659.jpg
303,113,Rhonda Byrne,2006,"The Secret (The Secret, #1)",eng,3.62,https://images.gr-assets.com/books/1482865039m/52529.jpg
304,52,Wally Lamb,1998,I Know This Much Is True,eng,4.17,https://images.gr-assets.com/books/1373532198m/227711.jpg
305,198,Stephen King,1983,Pet Sematary,eng,3.91,https://images.gr-assets.com/books/1308894674m/10583.jpg
306,61,Wally Lamb,1992,She's Come Undone,en-US,3.84,https://images.gr-assets.com/books/1408313457m/5203.jpg
307,102,Patrick Rothfuss,2011,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.57,https://images.gr-assets.com/books/1452624392m/1215032.jpg
308,94,Sophie Kinsella,2003,Can You Keep a Secret?,en-US,3.83,https://images.gr-assets.com/books/1330464293m/33724.jpg
309,96,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,4.16,https://images.gr-assets.com/books/1369452302m/6752378.jpg
310,71,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro, #1)",en-US,3.7,https://images.gr-assets.com/books/1327936464m/14748.jpg
311,201,Colleen McCullough,1977,The Thorn Birds,eng,4.22,https://images.gr-assets.com/books/1391416796m/3412.jpg
312,129,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,en-US,4.12,https://images.gr-assets.com/books/1303859949m/2213661.jpg
313,113,M.L. Stedman,2012,The Light Between Oceans,eng,4,https://images.gr-assets.com/books/1336683021m/13158800.jpg
314,134,"Cornelia Funke, Anthea Bell",2003,"Inkheart (Inkworld, #1)",en-US,3.86,https://images.gr-assets.com/books/1328866790m/28194.jpg
315,128,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,eng,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
316,95,Bill Bryson,1997,A Walk in the Woods,eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
317,107,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,4.19,https://images.gr-assets.com/books/1327957927m/13214.jpg
318,65,Christina Baker Kline,2013,Orphan Train,eng,4.14,https://images.gr-assets.com/books/1362409483m/15818107.jpg
319,101,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,https://images.gr-assets.com/books/1460477703m/8755776.jpg
320,78,Maria Semple,2012,"Where'd You Go, Bernadette",eng,3.9,https://images.gr-assets.com/books/1338822317m/13526165.jpg
321,69,Wilson Rawls,1961,Where the Red Fern Grows,,4.04,https://images.gr-assets.com/books/1166154337m/10365.jpg
322,152,Neil Gaiman,1996,Neverwhere,eng,4.18,https://images.gr-assets.com/books/1348747943m/14497.jpg
323,274,"Milan Kundera, Michael Henry Heim",1984,The Unbearable Lightness of Being,eng,4.08,https://images.gr-assets.com/books/1265401884m/9717.jpg
324,80,Rainbow Rowell,2013,Fangirl,eng,4.12,https://images.gr-assets.com/books/1499565420m/16068905.jpg
325,138,John Irving,1989,A Prayer for Owen Meany,eng,4.22,https://images.gr-assets.com/books/1260470010m/4473.jpg
326,96,Janet Fitch,1999,White Oleander,eng,3.93,https://images.gr-assets.com/books/1501159524m/32234.jpg
327,91,Marie Lu,2011,"Legend (Legend, #1)",eng,4.19,https://images.gr-assets.com/books/1501368160m/9275658.jpg
328,84,Jodi Picoult,2007,Nineteen Minutes,eng,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
329,111,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,eng,4.25,https://images.gr-assets.com/books/1388075896m/2318271.jpg
330,94,Robert Jordan,1990,"The Eye of the World (Wheel of Time, #1)",eng,4.18,https://images.gr-assets.com/books/1337818095m/228665.jpg
331,76,Jodi Picoult,1998,The Pact,en-US,4,https://images.gr-assets.com/books/1410754561m/10916.jpg
332,312,C.S. Lewis,1953,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,4.01,https://images.gr-assets.com/books/1308814770m/65605.jpg
333,107,Lisa Genova,2007,Still Alice,eng,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
334,81,Sylvia Day,2012,"Reflected in You (Crossfire, #2)",eng,4.33,https://images.gr-assets.com/books/1477802540m/13596809.jpg
335,182,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,eng,3.99,https://images.gr-assets.com/books/1320412586m/6689.jpg
336,107,James Patterson,2001,"1st to Die (Women's Murder Club, #1)",en-US,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
337,32,Douglas Adams,1996,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,https://images.gr-assets.com/books/1404613595m/13.jpg
338,129,David Nicholls,2009,One Day,eng,3.77,https://images.gr-assets.com/books/1327873020m/6280118.jpg
339,98,"Margaret Wise Brown, Clement Hurd",1947,Goodnight Moon,en-US,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
340,38,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies, #1)",en-US,3.94,https://images.gr-assets.com/books/1305807140m/7747374.jpg
341,1726,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,The Iliad,eng,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
342,139,J.K. Rowling,2012,The Casual Vacancy,eng,3.28,https://images.gr-assets.com/books/1358266832m/13497818.jpg
343,120,John Grisham,1996,The Runaway Jury,eng,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
344,54,David Sedaris,1997,Naked,en-US,4.08,https://images.gr-assets.com/books/1394178867m/4138.jpg
345,163,Christopher Paolini,2005,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,https://images.gr-assets.com/books/1387119654m/45978.jpg
346,1474,"L. Frank Baum, W.W. Denslow",1900,"The Wonderful Wizard of Oz (Oz, #1)",eng,3.98,https://images.gr-assets.com/books/1398003737m/236093.jpg
347,348,C.S. Lewis,1951,"Prince Caspian (Chronicles of Narnia, #2)",eng,3.96,https://images.gr-assets.com/books/1308814880m/121749.jpg
348,77,E. Lockhart,2014,We Were Liars,eng,3.85,https://images.gr-assets.com/books/1402749479m/16143347.jpg
349,211,Stephen King,1975,'Salem's Lot,en-GB,3.99,https://images.gr-assets.com/books/1327891565m/11590.jpg
350,98,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas,eng,4.08,https://images.gr-assets.com/books/1394204569m/7745.jpg
351,99,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,https://images.gr-assets.com/books/1460477747m/10025305.jpg
352,29,Amy Poehler,2014,Yes Please,eng,3.81,https://images.gr-assets.com/books/1402815435m/20910157.jpg
353,1053,William Shakespeare,1603,Othello,eng,3.88,https://images.gr-assets.com/books/1459795105m/12996.jpg
354,153,Toni Morrison,1987,Beloved,eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
355,87,Kristin Cashore,2008,"Graceling (Graceling Realm, #1)",en-CA,4.1,https://images.gr-assets.com/books/1331548394m/3236307.jpg
356,126,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,https://images.gr-assets.com/books/1490085391m/78411.jpg
357,372,"Erich Maria Remarque, A.W. Wheen",1929,All Quiet on the Western Front,en-US,3.92,https://images.gr-assets.com/books/1441227765m/355697.jpg
358,40,Dr. Seuss,1990,"Oh, The Places You'll Go!",en-US,4.34,https://images.gr-assets.com/books/1421708635m/191139.jpg
359,135,Khaled Hosseini,2012,And the Mountains Echoed,eng,4.03,https://images.gr-assets.com/books/1358190204m/16115612.jpg
360,221,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,eng,4.08,https://images.gr-assets.com/books/1435458683m/7082.jpg
361,1787,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,eng,3.85,https://images.gr-assets.com/books/1327868529m/18254.jpg
362,231,C.S. Lewis,1942,The Screwtape Letters,eng,4.21,https://images.gr-assets.com/books/1347801873m/11149.jpg
363,79,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.08,https://images.gr-assets.com/books/1358271931m/6936382.jpg
364,72,Dr. Seuss,1957,How the Grinch Stole Christmas!,eng,4.36,https://images.gr-assets.com/books/1327958149m/113946.jpg
365,72,"Alan Moore, David   Lloyd",1990,V for Vendetta,eng,4.25,https://images.gr-assets.com/books/1343668985m/5805.jpg
366,38,David McCullough,2001,John Adams,eng,4.05,https://images.gr-assets.com/books/1478144278m/2203.jpg
367,82,Dean Koontz,2003,"Odd Thomas (Odd Thomas, #1)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
368,55,Philip Pullman,1997,"The Subtle Knife (His Dark Materials, #2)",eng,4.1,https://images.gr-assets.com/books/1451271814m/119324.jpg
369,85,Jerry Spinelli,2000,"Stargirl (Stargirl, #1)",eng,3.74,https://images.gr-assets.com/books/1335947642m/22232.jpg
370,76,Rick Riordan,2010,"The Red Pyramid (Kane Chronicles, #1)",eng,4.06,https://images.gr-assets.com/books/1366227978m/7090447.jpg
371,130,Robert A. Heinlein,1961,Stranger in a Strange Land,eng,3.91,https://images.gr-assets.com/books/1156897088m/350.jpg
372,55,David Sedaris,2004,Dress Your Family in Corduroy and Denim,eng,4.08,https://images.gr-assets.com/books/1352983006m/10176.jpg
373,197,"Roald Dahl, Quentin Blake",1982,The BFG,eng,4.22,https://images.gr-assets.com/books/1327872673m/6319.jpg
374,155,Bill Bryson,2003,A Short History of Nearly Everything,en-US,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
375,1384,Jack London,1903,The Call of the Wild,eng,3.83,https://images.gr-assets.com/books/1452291694m/1852.jpg
376,88,James Dashner,2011,"The Death Cure (Maze Runner, #3)",eng,3.77,https://images.gr-assets.com/books/1303997647m/7864437.jpg
377,207,Neil Gaiman,1999,Stardust,eng,4.07,https://images.gr-assets.com/books/1459127484m/16793.jpg
378,93,Jhumpa Lahiri,2003,The Namesake,en-US,3.96,https://images.gr-assets.com/books/1480106986m/33917.jpg
379,99,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,https://images.gr-assets.com/books/1322168805m/8667848.jpg
380,232,"Haruki Murakami, Jay Rubin",1987,Norwegian Wood,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
381,54,Billie Letts,1995,Where the Heart Is,en-US,4,https://images.gr-assets.com/books/1327959469m/5168.jpg
382,86,"John Green, David Levithan",2010,"Will Grayson, Will Grayson",eng,3.84,https://images.gr-assets.com/books/1368393890m/6567017.jpg
383,69,James Frey,2003,A Million Little Pieces,en-CA,3.62,https://images.gr-assets.com/books/1483206985m/1241.jpg
384,93,Richelle Mead,2008,"Frostbite (Vampire Academy, #2)",eng,4.3,https://images.gr-assets.com/books/1361098960m/2282133.jpg
385,86,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng,4.04,https://images.gr-assets.com/books/1328562861m/8520610.jpg
386,127,Scott O'Dell,1960,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA,3.8,https://images.gr-assets.com/books/1475166260m/233818.jpg
387,133,"Arthur Miller, Christopher Bigsby",1953,The Crucible,eng,3.55,https://images.gr-assets.com/books/1447764813m/17250.jpg
388,93,Gary Paulsen,1986,"Hatchet (Brian's Saga, #1)",en-US,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
389,75,Brandon Sanderson,2006,"The Final Empire (Mistborn, #1)",eng,4.43,https://images.gr-assets.com/books/1480717416m/68428.jpg
390,1974,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde,eng,3.79,https://images.gr-assets.com/books/1318116526m/51496.jpg
391,40,Dr. Seuss,1971,The Lorax,eng,4.35,https://images.gr-assets.com/books/1327879938m/7784.jpg
392,115,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
